Lead_ID,Lead_Source,Region,Industry,Company_Size,Sales_Agent,Number_of_Calls,Number_of_Emails,Last_Interaction_Days,Contacted,Response,Converted,Deal_Value,Date_Created,Engagement_Score,Recency,Lead_Age_Days,Conversion_Probability,Lead_Score,Recommendation
LEAD_0301,LinkedIn,West,Education,Medium,Rahul,5.0,8.0,27,Yes,Positive,0,0.0,2025-06-19,22.0,Hot,321,0.3468583893337298,34.69,Send Follow-up Email
LEAD_0302,LinkedIn,South,Technology,Enterprise,Rahul,12.0,29.0,39,Yes,Positive,1,5372.43,2025-04-25,67.5,Warm,376,0.33576791444274956,33.58,Send Follow-up Email
LEAD_0303,Referral,South,Healthcare,Medium,Sneha,10.0,8.0,20,No,Positive,0,0.0,2026-05-02,32.0,Hot,4,0.3631357075448794,36.31,Send Follow-up Email
LEAD_0304,LinkedIn,South,Finance,Small,Sneha,2.0,28.0,120,No,Negative,0,0.0,2025-12-09,46.0,Cold,148,0.3329801491047693,33.3,Send Follow-up Email
LEAD_0305,Email Campaign,West,Technology,Large,Priya,9.0,18.0,78,Yes,Negative,0,0.0,2025-03-12,45.0,Warm,420,0.3025019824638366,30.25,Low Priority - Nurture
LEAD_0306,Referral,South,Education,Medium,Priya,0.0,29.0,105,Yes,No Response,0,0.0,2026-04-15,43.5,Cold,21,0.3317588564086448,33.18,Send Follow-up Email
LEAD_0307,LinkedIn,East,Technology,Enterprise,Neha,9.0,3.0,53,Yes,Negative,0,0.0,2025-02-17,22.5,Warm,443,0.3736925049172781,37.37,Send Follow-up Email
LEAD_0308,LinkedIn,South,Healthcare,Small,Amit,7.0,28.0,134,No,No Response,0,0.0,2025-07-16,56.0,Cold,294,0.3486103676416948,34.86,Send Follow-up Email
LEAD_0309,LinkedIn,Central,Technology,Medium,Neha,12.0,2.0,152,Yes,Negative,1,71476.41,2025-01-28,27.0,Cold,463,0.39981138705188524,39.98,Send Follow-up Email
LEAD_0310,Website,East,Healthcare,Enterprise,Neha,10.0,10.0,116,No,Positive,1,23952.7,2026-01-26,35.0,Cold,100,0.38466824895841356,38.47,Send Follow-up Email
LEAD_0311,Cold Call,South,Education,Small,Priya,3.0,5.0,116,No,Negative,0,0.0,2025-10-06,13.5,Cold,212,0.30877180401296017,30.88,Low Priority - Nurture
LEAD_0312,Email Campaign,East,Finance,Enterprise,Rahul,14.0,8.0,31,Yes,Positive,0,0.0,2025-07-28,40.0,Warm,282,0.34543350184227456,34.54,Send Follow-up Email
LEAD_0313,Email Campaign,North,Finance,Large,Priya,2.0,22.0,64,No,Negative,1,49111.17,2025-04-10,37.0,Warm,391,0.3399501762218115,34.0,Send Follow-up Email
LEAD_0314,Website,East,Finance,Small,Sneha,14.0,17.0,141,Yes,Positive,0,0.0,2025-01-03,53.5,Cold,488,0.4403203275798916,44.03,Re-engage Urgently
LEAD_0315,Cold Call,North,Technology,Small,Priya,4.0,6.0,103,No,No Response,0,0.0,2024-11-19,17.0,Cold,533,0.37088379729706916,37.09,Send Follow-up Email
LEAD_0316,LinkedIn,Central,Education,Large,Amit,0.0,2.0,51,No,Positive,0,0.0,2025-08-05,3.0,Warm,274,0.4118397003229378,41.18,Send Follow-up Email
LEAD_0317,Website,North,Technology,Enterprise,Amit,5.0,29.0,147,No,No Response,0,0.0,2024-11-11,53.5,Cold,541,0.3941279331860944,39.41,Send Follow-up Email
LEAD_0318,LinkedIn,West,Retail,Medium,Rahul,6.0,29.0,48,No,Negative,0,0.0,2024-10-24,55.5,Warm,559,0.35183785470461243,35.18,Send Follow-up Email
LEAD_0319,Cold Call,North,Education,Medium,Neha,9.0,15.0,106,No,Positive,0,0.0,2025-02-19,40.5,Cold,441,0.340071684596195,34.01,Send Follow-up Email
LEAD_0320,Referral,South,Retail,Medium,Neha,16.0,7.0,162,Yes,Negative,0,0.0,2024-05-15,42.5,Cold,721,0.3787985398676433,37.88,Send Follow-up Email
LEAD_0321,Email Campaign,West,Healthcare,Large,Sneha,8.0,5.0,7,No,No Response,1,57071.26,2025-08-22,23.5,Hot,257,0.3153788889138699,31.54,Low Priority - Nurture
LEAD_0322,Website,North,Retail,Large,Vikram,7.0,5.0,26,Yes,No Response,0,0.0,2024-07-05,21.5,Hot,670,0.4420944971427071,44.21,Call Immediately
LEAD_0323,Email Campaign,North,Finance,Enterprise,Rahul,5.0,5.0,61,No,No Response,0,0.0,2024-08-31,17.5,Warm,613,0.3601039017487951,36.01,Send Follow-up Email
LEAD_0324,LinkedIn,East,Education,Medium,Vikram,6.0,26.0,127,No,Positive,1,137527.1,2024-05-12,51.0,Cold,724,0.4180645475376783,41.81,Send Follow-up Email
LEAD_0325,LinkedIn,North,Finance,Medium,Amit,16.0,0.0,1,No,No Response,0,0.0,2024-06-27,32.0,Hot,678,0.41493565889860556,41.49,Send Follow-up Email
LEAD_0326,Cold Call,East,Finance,Large,Amit,0.0,4.0,151,Yes,Positive,0,0.0,2025-10-13,6.0,Cold,205,0.325783170588865,32.58,Low Priority - Nurture
LEAD_0327,LinkedIn,East,Retail,Small,Rahul,9.0,10.0,35,Yes,No Response,1,129797.07,2025-03-29,33.0,Warm,403,0.4146482476020695,41.46,Send Follow-up Email
LEAD_0328,Referral,East,Finance,Large,Priya,18.0,0.0,45,No,Negative,1,119817.17,2025-04-29,36.0,Warm,372,0.3943864328037055,39.44,Send Follow-up Email
LEAD_0329,Cold Call,North,Education,Enterprise,Vikram,1.0,5.0,155,No,No Response,1,47705.0,2025-01-22,9.5,Cold,469,0.31421415391389934,31.42,Low Priority - Nurture
LEAD_0330,Email Campaign,North,Retail,Medium,Rahul,2.0,7.0,89,No,Positive,0,0.0,2025-12-15,14.5,Warm,142,0.35203330326589793,35.2,Send Follow-up Email
LEAD_0331,LinkedIn,East,Retail,Small,Rahul,6.0,7.0,178,Yes,Negative,0,0.0,2024-07-01,22.5,Cold,674,0.41045167806144855,41.05,Send Follow-up Email
LEAD_0332,LinkedIn,North,Technology,Enterprise,Sneha,13.0,5.0,106,No,Negative,0,0.0,2026-01-04,33.5,Cold,122,0.3207252390988748,32.07,Low Priority - Nurture
LEAD_0333,Referral,North,Retail,Medium,Priya,14.0,2.0,9,No,Positive,0,0.0,2025-07-10,31.0,Hot,300,0.41205361999374374,41.21,Send Follow-up Email
LEAD_0334,LinkedIn,North,Healthcare,Medium,Sneha,5.0,23.0,20,Yes,Negative,0,0.0,2024-12-18,44.5,Hot,504,0.38264661898998664,38.26,Send Follow-up Email
LEAD_0335,Email Campaign,West,Technology,Enterprise,Neha,5.0,19.0,112,Yes,Positive,0,0.0,2024-05-25,38.5,Cold,711,0.32692430604831263,32.69,Low Priority - Nurture
LEAD_0336,Cold Call,South,Retail,Large,Neha,9.0,9.0,61,Yes,Positive,0,0.0,2025-08-25,31.5,Warm,254,0.3055670657108296,30.56,Low Priority - Nurture
LEAD_0337,Email Campaign,West,Finance,Small,Rahul,0.0,0.0,23,No,No Response,0,0.0,2025-11-08,0.0,Hot,179,0.33692970706018655,33.69,Send Follow-up Email
LEAD_0338,Referral,South,Technology,Small,Priya,5.0,20.0,75,Yes,Negative,0,0.0,2024-08-15,40.0,Warm,629,0.4052763478793501,40.53,Send Follow-up Email
LEAD_0339,Referral,West,Retail,Large,Amit,20.0,17.0,100,Yes,Negative,1,49711.24,2024-06-04,65.5,Cold,701,0.3491603452979552,34.92,Send Follow-up Email
LEAD_0340,Referral,North,Healthcare,Enterprise,Sneha,8.0,7.0,69,Yes,Positive,1,58563.24,2025-08-25,26.5,Warm,254,0.36570912044897325,36.57,Send Follow-up Email
LEAD_0341,LinkedIn,East,Education,Enterprise,Vikram,7.0,17.0,16,No,No Response,1,101782.93,2025-08-30,39.5,Hot,249,0.3632696430361221,36.33,Send Follow-up Email
LEAD_0342,Email Campaign,West,Education,Medium,Sneha,9.0,2.0,102,Yes,No Response,0,0.0,2024-08-18,21.0,Cold,626,0.3334603835344668,33.35,Send Follow-up Email
LEAD_0343,Email Campaign,Central,Education,Medium,Amit,14.0,5.0,43,Yes,Positive,0,0.0,2026-03-04,35.5,Warm,63,0.3656698384199921,36.57,Send Follow-up Email
LEAD_0344,Referral,North,Retail,Medium,Neha,4.0,26.0,153,No,Negative,0,0.0,2025-08-23,47.0,Cold,256,0.3648272570371849,36.48,Send Follow-up Email
LEAD_0345,LinkedIn,North,Retail,Enterprise,Vikram,10.0,27.0,71,No,Positive,1,137555.22,2024-07-02,60.5,Warm,673,0.38134498723674953,38.13,Send Follow-up Email
LEAD_0346,Email Campaign,West,Technology,Enterprise,Priya,4.0,18.0,151,Yes,Positive,1,95343.4,2025-04-03,35.0,Cold,398,0.29579805686472854,29.58,Low Priority - Nurture
LEAD_0347,LinkedIn,East,Education,Large,Sneha,8.0,12.0,168,No,No Response,0,0.0,2024-10-14,34.0,Cold,569,0.3798547718378714,37.99,Send Follow-up Email
LEAD_0348,LinkedIn,South,Healthcare,Enterprise,Priya,19.0,19.0,175,No,Positive,0,0.0,2025-04-04,66.5,Cold,397,0.3152774467914498,31.53,Low Priority - Nurture
LEAD_0349,Website,South,Technology,Enterprise,Rahul,11.0,0.0,87,No,Negative,0,0.0,2024-06-01,22.0,Warm,704,0.4015331399890806,40.15,Send Follow-up Email
LEAD_0350,Referral,North,Finance,Medium,Rahul,14.0,24.0,83,No,No Response,0,0.0,2025-03-06,64.0,Warm,426,0.3877404913884562,38.77,Send Follow-up Email
LEAD_0351,LinkedIn,South,Retail,Medium,Sneha,15.0,0.0,133,No,Positive,0,0.0,2024-08-04,30.0,Cold,640,0.3826353892446443,38.26,Send Follow-up Email
LEAD_0352,Cold Call,North,Healthcare,Enterprise,Priya,16.0,28.0,146,Yes,Positive,0,0.0,2026-03-22,74.0,Cold,45,0.26560738570459197,26.56,Low Priority - Nurture
LEAD_0353,Cold Call,North,Finance,Small,Sneha,1.0,29.0,93,Yes,Negative,0,0.0,2025-08-11,45.5,Cold,268,0.3216505690465168,32.17,Low Priority - Nurture
LEAD_0354,Referral,Central,Retail,Small,Neha,0.0,7.0,96,No,No Response,0,0.0,2024-12-21,10.5,Cold,501,0.46960014791232746,46.96,Re-engage Urgently
LEAD_0355,Referral,Central,Education,Large,Rahul,5.0,26.0,67,Yes,Negative,0,0.0,2025-01-22,49.0,Warm,469,0.40924614860186076,40.92,Send Follow-up Email
LEAD_0356,LinkedIn,South,Education,Medium,Priya,20.0,7.0,174,Yes,Negative,0,0.0,2024-09-17,50.5,Cold,596,0.3358955332014796,33.59,Send Follow-up Email
LEAD_0357,LinkedIn,West,Finance,Medium,Vikram,0.0,7.0,65,No,No Response,1,79425.78,2026-03-15,10.5,Warm,52,0.32279733000098615,32.28,Low Priority - Nurture
LEAD_0358,Referral,West,Healthcare,Enterprise,Rahul,0.0,14.0,78,No,No Response,1,98197.35,2024-12-28,21.0,Warm,494,0.3528311784275683,35.28,Send Follow-up Email
LEAD_0359,Email Campaign,East,Education,Large,Rahul,3.0,15.0,17,No,Negative,0,0.0,2025-09-14,28.5,Hot,234,0.3515884833578739,35.16,Send Follow-up Email
LEAD_0360,Website,East,Healthcare,Medium,Priya,16.0,24.0,62,Yes,No Response,0,0.0,2024-11-17,68.0,Warm,535,0.4348906093041248,43.49,Re-engage Urgently
LEAD_0361,Website,South,Technology,Enterprise,Rahul,8.0,29.0,108,No,Negative,0,0.0,2026-03-07,59.5,Cold,60,0.3295688169556815,32.96,Low Priority - Nurture
LEAD_0362,Email Campaign,South,Healthcare,Medium,Neha,17.0,20.0,122,No,No Response,1,89538.44,2024-07-21,64.0,Cold,654,0.3454466347583483,34.54,Send Follow-up Email
LEAD_0363,Cold Call,Central,Finance,Large,Amit,15.0,4.0,67,Yes,No Response,0,0.0,2024-08-06,36.0,Warm,638,0.37514490138340684,37.51,Send Follow-up Email
LEAD_0364,Cold Call,East,Finance,Large,Sneha,10.0,11.0,67,No,Negative,1,99893.02,2024-06-01,36.5,Warm,704,0.36316861304103976,36.32,Send Follow-up Email
LEAD_0365,Email Campaign,Central,Education,Small,Sneha,6.0,16.0,31,No,No Response,1,73227.8,2024-09-14,36.0,Warm,599,0.4317835227977396,43.18,Call Immediately
LEAD_0366,LinkedIn,South,Finance,Medium,Rahul,13.0,18.0,118,Yes,Negative,0,0.0,2024-11-27,53.0,Cold,525,0.3425765633237867,34.26,Send Follow-up Email
LEAD_0367,LinkedIn,West,Healthcare,Medium,Rahul,20.0,1.0,2,No,Negative,1,31151.73,2025-10-19,41.5,Hot,199,0.32597357965609275,32.6,Low Priority - Nurture
LEAD_0368,Cold Call,Central,Finance,Enterprise,Amit,4.0,19.0,112,No,Negative,0,0.0,2026-01-29,36.5,Cold,97,0.30977489516575224,30.98,Low Priority - Nurture
LEAD_0369,Referral,West,Technology,Small,Vikram,6.0,23.0,96,Yes,Negative,0,0.0,2025-04-12,46.5,Cold,389,0.3590142413094377,35.9,Send Follow-up Email
LEAD_0370,LinkedIn,North,Finance,Medium,Neha,11.0,9.0,34,Yes,Negative,1,81999.9,2025-09-18,35.5,Warm,230,0.3540529379974545,35.41,Send Follow-up Email
LEAD_0371,Website,South,Technology,Small,Rahul,9.0,14.0,134,No,No Response,0,0.0,2025-12-30,39.0,Cold,127,0.3818980850983597,38.19,Send Follow-up Email
LEAD_0372,Website,West,Healthcare,Medium,Priya,12.0,0.0,59,Yes,No Response,1,149343.5,2025-03-10,24.0,Warm,422,0.3838671701648163,38.39,Send Follow-up Email
LEAD_0373,LinkedIn,Central,Education,Medium,Amit,11.0,22.0,167,Yes,Negative,1,35622.58,2024-11-07,55.0,Cold,545,0.38731184860169715,38.73,Send Follow-up Email
LEAD_0374,Email Campaign,Central,Technology,Small,Neha,3.0,20.0,6,Yes,No Response,1,42089.43,2025-05-22,36.0,Hot,349,0.4161859672616737,41.62,Send Follow-up Email
LEAD_0375,Referral,West,Technology,Large,Sneha,4.0,6.0,178,Yes,Negative,0,0.0,2025-01-20,17.0,Cold,471,0.33682091719597274,33.68,Send Follow-up Email
LEAD_0376,LinkedIn,Central,Healthcare,Medium,Sneha,3.0,16.0,159,Yes,Negative,0,0.0,2024-08-31,30.0,Cold,613,0.40993061456837104,40.99,Send Follow-up Email
LEAD_0377,LinkedIn,West,Finance,Medium,Rahul,16.0,6.0,92,No,Negative,0,0.0,2025-06-12,41.0,Cold,328,0.3214051537434053,32.14,Low Priority - Nurture
LEAD_0378,Email Campaign,West,Finance,Enterprise,Rahul,7.0,0.0,4,Yes,Positive,0,0.0,2024-10-14,14.0,Hot,569,0.3326925130912609,33.27,Send Follow-up Email
LEAD_0379,Cold Call,North,Education,Small,Neha,3.0,28.0,66,Yes,Negative,1,102008.18,2024-10-07,48.0,Warm,576,0.3494552785717546,34.95,Send Follow-up Email
LEAD_0380,Referral,North,Technology,Medium,Amit,9.0,11.0,174,No,Negative,1,47923.22,2025-09-30,34.5,Cold,218,0.3621937918097676,36.22,Send Follow-up Email
LEAD_0381,LinkedIn,North,Finance,Medium,Rahul,11.0,28.0,113,No,No Response,1,18774.78,2025-05-26,64.0,Cold,345,0.3561706388615989,35.62,Send Follow-up Email
LEAD_0382,Website,South,Technology,Enterprise,Sneha,14.0,8.0,99,No,Negative,0,0.0,2025-11-29,40.0,Cold,158,0.3434676871609774,34.35,Send Follow-up Email
LEAD_0383,Cold Call,North,Finance,Small,Priya,3.0,13.0,152,No,No Response,0,0.0,2024-11-28,25.5,Cold,524,0.35275444413347307,35.28,Send Follow-up Email
LEAD_0384,Referral,East,Education,Small,Neha,4.0,15.0,125,Yes,Negative,1,31282.78,2026-03-11,30.5,Cold,56,0.3742024388603559,37.42,Send Follow-up Email
LEAD_0385,LinkedIn,East,Healthcare,Small,Neha,0.0,24.0,148,Yes,No Response,0,0.0,2024-11-18,36.0,Cold,534,0.4061074154176787,40.61,Send Follow-up Email
LEAD_0386,Email Campaign,North,Retail,Medium,Sneha,11.0,21.0,174,No,Positive,1,80269.45,2024-12-09,53.5,Cold,513,0.35626693280900334,35.63,Send Follow-up Email
LEAD_0387,Email Campaign,North,Technology,Medium,Vikram,15.0,27.0,127,Yes,Positive,1,85959.91,2024-11-09,70.5,Cold,543,0.3566920037562047,35.67,Send Follow-up Email
LEAD_0388,Website,East,Technology,Medium,Vikram,20.0,12.0,104,Yes,Positive,1,51491.9,2025-05-27,58.0,Cold,344,0.423646766616504,42.36,Re-engage Urgently
LEAD_0389,Email Campaign,West,Technology,Enterprise,Sneha,10.0,3.0,128,Yes,Positive,0,0.0,2026-02-06,24.5,Cold,89,0.27592831793055167,27.59,Low Priority - Nurture
LEAD_0390,LinkedIn,Central,Education,Small,Amit,19.0,0.0,159,No,No Response,0,0.0,2025-12-29,38.0,Cold,128,0.3802689891707198,38.03,Send Follow-up Email
LEAD_0391,Referral,East,Healthcare,Small,Priya,14.0,10.0,144,No,No Response,0,0.0,2026-01-28,43.0,Cold,98,0.3865640284835001,38.66,Send Follow-up Email
LEAD_0392,LinkedIn,North,Finance,Small,Rahul,11.0,26.0,163,No,No Response,1,108807.46,2025-12-07,61.0,Cold,150,0.34366830130199183,34.37,Send Follow-up Email
LEAD_0393,LinkedIn,North,Finance,Enterprise,Priya,13.0,3.0,66,Yes,Positive,0,0.0,2025-12-25,30.5,Warm,132,0.33130086189694125,33.13,Send Follow-up Email
LEAD_0394,Referral,South,Retail,Medium,Neha,10.0,3.0,107,Yes,No Response,0,0.0,2025-07-01,24.5,Cold,309,0.36597525810065795,36.6,Send Follow-up Email
LEAD_0395,Referral,West,Education,Medium,Sneha,0.0,16.0,13,No,No Response,1,90377.61,2026-02-25,24.0,Hot,70,0.3459586206296516,34.6,Send Follow-up Email
LEAD_0396,Email Campaign,South,Education,Medium,Neha,4.0,3.0,100,No,No Response,0,0.0,2024-10-31,12.5,Cold,552,0.3548547157641785,35.49,Send Follow-up Email
LEAD_0397,Email Campaign,South,Healthcare,Enterprise,Rahul,9.0,14.0,35,Yes,Negative,1,65706.39,2024-09-30,39.0,Warm,583,0.32555155502670813,32.56,Low Priority - Nurture
LEAD_0398,Email Campaign,East,Education,Large,Neha,0.0,20.0,56,Yes,Positive,0,0.0,2025-05-09,30.0,Warm,362,0.3657577300717288,36.58,Send Follow-up Email
LEAD_0399,Website,East,Finance,Medium,Vikram,17.0,22.0,164,No,No Response,0,0.0,2025-04-30,67.0,Cold,371,0.4050613503020348,40.51,Send Follow-up Email
LEAD_0400,Website,Central,Retail,Enterprise,Neha,17.0,9.0,109,Yes,No Response,0,0.0,2024-10-06,47.5,Cold,577,0.430959551727333,43.1,Re-engage Urgently
LEAD_0401,Referral,South,Technology,Small,Priya,8.0,24.0,42,No,No Response,0,0.0,2025-01-01,52.0,Warm,490,0.40809778057652873,40.81,Send Follow-up Email
LEAD_0402,LinkedIn,East,Finance,Small,Rahul,14.0,3.0,158,Yes,No Response,0,0.0,2025-10-21,32.5,Cold,197,0.36768611982071014,36.77,Send Follow-up Email
LEAD_0403,Referral,South,Education,Large,Neha,1.0,29.0,98,No,Negative,0,0.0,2024-11-02,45.5,Cold,550,0.36510070750041246,36.51,Send Follow-up Email
LEAD_0404,Website,Central,Technology,Small,Neha,8.0,6.0,159,No,Positive,1,146494.29,2024-10-08,25.0,Cold,575,0.4896118717991604,48.96,Re-engage Urgently
LEAD_0405,Website,Central,Education,Medium,Neha,6.0,9.0,115,Yes,No Response,1,107171.21,2025-11-25,25.5,Cold,162,0.42051526445282483,42.05,Re-engage Urgently
LEAD_0406,Cold Call,Central,Technology,Enterprise,Amit,13.0,8.0,143,No,Positive,0,0.0,2025-07-05,38.0,Cold,305,0.34024995057855073,34.02,Send Follow-up Email
LEAD_0407,Website,North,Healthcare,Enterprise,Neha,0.0,1.0,40,No,No Response,0,0.0,2025-11-06,1.5,Warm,181,0.39287548198951205,39.29,Send Follow-up Email
LEAD_0408,Email Campaign,East,Retail,Large,Amit,10.0,16.0,57,Yes,No Response,0,0.0,2024-05-23,44.0,Warm,713,0.3892838127420767,38.93,Send Follow-up Email
LEAD_0409,Email Campaign,South,Retail,Enterprise,Amit,0.0,7.0,55,No,Negative,0,0.0,2025-02-06,10.5,Warm,454,0.3300338875761274,33.0,Send Follow-up Email
LEAD_0410,Cold Call,Central,Education,Enterprise,Vikram,20.0,0.0,30,No,Negative,0,0.0,2025-12-01,40.0,Hot,156,0.32043136547309364,32.04,Low Priority - Nurture
LEAD_0411,Email Campaign,Central,Finance,Small,Neha,10.0,12.0,30,No,Negative,0,0.0,2026-01-12,38.0,Hot,114,0.37891897232556343,37.89,Send Follow-up Email
LEAD_0412,Website,North,Education,Large,Vikram,16.0,0.0,125,Yes,Negative,0,0.0,2024-12-07,32.0,Cold,515,0.38831835581561297,38.83,Send Follow-up Email
LEAD_0413,Email Campaign,North,Technology,Medium,Vikram,17.0,0.0,161,Yes,Positive,1,32914.3,2025-07-25,34.0,Cold,285,0.3382507803374531,33.83,Send Follow-up Email
LEAD_0414,Referral,North,Finance,Enterprise,Neha,2.0,23.0,176,Yes,Positive,1,117169.43,2025-09-13,38.5,Cold,235,0.3417626808300948,34.18,Send Follow-up Email
LEAD_0415,Website,North,Technology,Small,Amit,5.0,25.0,65,Yes,No Response,0,0.0,2025-09-20,47.5,Warm,228,0.414266229255294,41.43,Send Follow-up Email
LEAD_0416,Referral,West,Retail,Enterprise,Sneha,10.0,0.0,100,Yes,No Response,1,137093.05,2024-08-02,20.0,Cold,642,0.35546203545371124,35.55,Send Follow-up Email
LEAD_0417,Email Campaign,North,Education,Small,Neha,2.0,11.0,129,Yes,Negative,0,0.0,2024-06-09,20.5,Cold,696,0.3775573448660387,37.76,Send Follow-up Email
LEAD_0418,LinkedIn,East,Retail,Enterprise,Sneha,0.0,15.0,41,Yes,Positive,1,48695.85,2025-02-14,22.5,Warm,446,0.39230623595048253,39.23,Send Follow-up Email
LEAD_0419,Email Campaign,East,Finance,Large,Neha,20.0,11.0,3,Yes,Positive,1,120531.71,2025-01-13,56.5,Hot,478,0.3736635918761409,37.37,Send Follow-up Email
LEAD_0420,Email Campaign,Central,Retail,Small,Rahul,6.0,23.0,89,Yes,Negative,0,0.0,2026-01-26,46.5,Warm,100,0.364048521436171,36.4,Send Follow-up Email
LEAD_0421,Cold Call,South,Finance,Medium,Vikram,8.0,6.0,30,Yes,No Response,1,128461.53,2026-04-13,25.0,Hot,23,0.29408510982233854,29.41,Low Priority - Nurture
LEAD_0422,Email Campaign,West,Education,Small,Rahul,2.0,8.0,26,Yes,No Response,1,128576.41,2026-01-28,16.0,Hot,98,0.3162613879813624,31.63,Low Priority - Nurture
LEAD_0423,Website,East,Finance,Medium,Amit,9.0,19.0,18,Yes,Negative,0,0.0,2024-09-05,46.5,Hot,608,0.4486170305783305,44.86,Call Immediately
LEAD_0424,Website,Central,Healthcare,Medium,Vikram,18.0,11.0,81,No,Positive,0,0.0,2025-07-27,52.5,Warm,283,0.44544194277336385,44.54,Re-engage Urgently
LEAD_0425,Cold Call,South,Retail,Large,Rahul,4.0,21.0,85,No,Negative,0,0.0,2024-10-31,39.5,Warm,552,0.31741526726694114,31.74,Low Priority - Nurture
LEAD_0426,Website,West,Education,Small,Priya,20.0,19.0,21,No,Positive,0,0.0,2025-05-27,68.5,Hot,344,0.3900519913077769,39.01,Send Follow-up Email
LEAD_0427,LinkedIn,North,Technology,Small,Vikram,18.0,12.0,152,Yes,Positive,1,33482.63,2025-11-27,54.0,Cold,160,0.3542209296011099,35.42,Send Follow-up Email
LEAD_0428,Email Campaign,Central,Retail,Medium,Rahul,12.0,7.0,151,No,Positive,0,0.0,2025-06-20,34.5,Cold,320,0.3841856327600762,38.42,Send Follow-up Email
LEAD_0429,Email Campaign,North,Retail,Large,Vikram,0.0,21.0,62,Yes,No Response,0,0.0,2024-05-20,31.5,Warm,716,0.377343316026174,37.73,Send Follow-up Email
LEAD_0430,Cold Call,South,Education,Medium,Neha,15.0,30.0,92,Yes,Positive,0,0.0,2024-07-15,75.0,Cold,660,0.32645235009790424,32.65,Low Priority - Nurture
LEAD_0431,Website,East,Finance,Small,Neha,6.0,16.0,93,No,Negative,1,38603.74,2024-08-22,36.0,Cold,622,0.460682980639577,46.07,Re-engage Urgently
LEAD_0432,LinkedIn,East,Technology,Large,Neha,8.0,18.0,140,Yes,Negative,1,132825.04,2026-01-16,43.0,Cold,110,0.335833408990112,33.58,Send Follow-up Email
LEAD_0433,LinkedIn,Central,Healthcare,Enterprise,Priya,16.0,12.0,91,No,Negative,1,57968.03,2025-07-18,50.0,Cold,292,0.3628696138981005,36.29,Send Follow-up Email
LEAD_0434,LinkedIn,Central,Finance,Enterprise,Priya,7.0,2.0,132,No,No Response,1,133639.93,2025-10-01,17.0,Cold,217,0.36708624994871875,36.71,Send Follow-up Email
LEAD_0435,Cold Call,East,Education,Small,Neha,7.0,13.0,85,Yes,Negative,0,0.0,2024-08-16,33.5,Warm,628,0.37175353066835976,37.18,Send Follow-up Email
LEAD_0436,Email Campaign,South,Retail,Small,Priya,1.0,4.0,147,Yes,Positive,1,74458.07,2025-08-18,8.0,Cold,261,0.3435417174074176,34.35,Send Follow-up Email
LEAD_0437,LinkedIn,Central,Finance,Small,Priya,8.0,29.0,47,No,No Response,0,0.0,2025-03-19,59.5,Warm,413,0.42620511361472857,42.62,Re-engage Urgently
LEAD_0438,Website,North,Finance,Enterprise,Vikram,15.0,27.0,124,Yes,Positive,1,97455.29,2024-11-23,70.5,Cold,529,0.3833570095242558,38.34,Send Follow-up Email
LEAD_0439,Email Campaign,South,Education,Large,Priya,10.0,29.0,117,Yes,Positive,1,92121.61,2024-06-13,63.5,Cold,692,0.3365837545182653,33.66,Send Follow-up Email
LEAD_0440,Cold Call,North,Technology,Medium,Vikram,16.0,21.0,108,Yes,No Response,0,0.0,2026-01-28,63.5,Cold,98,0.2974794027782687,29.75,Low Priority - Nurture
LEAD_0441,Referral,Central,Education,Small,Vikram,16.0,24.0,31,Yes,No Response,0,0.0,2024-12-15,68.0,Warm,507,0.44472092209890307,44.47,Call Immediately
LEAD_0442,Email Campaign,North,Retail,Enterprise,Rahul,1.0,22.0,136,No,Positive,1,135787.79,2024-11-05,35.0,Cold,547,0.34933806061885364,34.93,Send Follow-up Email
LEAD_0443,Referral,East,Education,Small,Sneha,4.0,8.0,123,Yes,Positive,1,74907.9,2026-01-09,20.0,Cold,117,0.39914207883534597,39.91,Send Follow-up Email
LEAD_0444,Email Campaign,West,Healthcare,Medium,Amit,0.0,0.0,134,Yes,No Response,0,0.0,2025-08-04,0.0,Cold,275,0.3110568802315717,31.11,Low Priority - Nurture
LEAD_0445,Cold Call,East,Retail,Large,Amit,4.0,13.0,167,No,Negative,0,0.0,2024-12-20,27.5,Cold,502,0.33701049590240495,33.7,Send Follow-up Email
LEAD_0446,Website,Central,Healthcare,Enterprise,Priya,13.0,17.0,143,No,Positive,1,66416.42,2025-03-03,51.5,Cold,429,0.42312099861984753,42.31,Re-engage Urgently
LEAD_0447,Email Campaign,West,Healthcare,Large,Vikram,11.0,24.0,102,Yes,No Response,0,0.0,2025-03-19,58.0,Cold,413,0.2970346142941579,29.7,Low Priority - Nurture
LEAD_0448,Cold Call,West,Finance,Small,Priya,16.0,12.0,87,Yes,Positive,0,0.0,2025-02-26,50.0,Warm,434,0.3120345819942328,31.2,Low Priority - Nurture
LEAD_0449,LinkedIn,North,Finance,Enterprise,Vikram,13.0,2.0,17,No,Positive,0,0.0,2025-11-18,29.0,Hot,169,0.34935366657124095,34.94,Send Follow-up Email
LEAD_0450,Email Campaign,North,Retail,Enterprise,Vikram,20.0,16.0,74,Yes,Positive,0,0.0,2024-09-28,64.0,Warm,585,0.34288435896635683,34.29,Send Follow-up Email
