Lead_ID,Lead_Source,Region,Industry,Company_Size,Sales_Agent,Number_of_Calls,Number_of_Emails,Last_Interaction_Days,Contacted,Response,Converted,Deal_Value,Date_Created
LEAD_0474,LinkedIn,South,Finance,Large,Neha,,6.0,43,No,Positive,0,0.0,2024-06-04
LEAD_0475,Referral,Central,Technology,Small,Sneha,16.0,24.0,22,Yes,Negative,0,0.0,2026-04-08
LEAD_0476,LinkedIn,West,Healthcare,Medium,Priya,9.0,14.0,161,Yes,Positive,0,0.0,2025-05-29
LEAD_0477,Cold Call,North,Technology,Large,Rahul,,14.0,139,No,No Response,0,0.0,2025-02-26
LEAD_0478,Email Campaign,South,Education,Enterprise,Neha,,28.0,145,No,No Response,0,0.0,2025-02-11
LEAD_0479,Email Campaign,East,Healthcare,Enterprise,Vikram,7.0,25.0,23,No,Negative,0,0.0,2024-10-26
LEAD_0480,Website,South,Healthcare,Small,Amit,,26.0,35,No,Negative,0,0.0,2024-10-31
LEAD_0481,LinkedIn,West,Retail,Large,Amit,13.0,25.0,75,Yes,Positive,0,0.0,2024-10-01
LEAD_0482,Cold Call,West,Education,Enterprise,Sneha,7.0,,166,No,Negative,0,0.0,2025-06-25
LEAD_0483,LinkedIn,West,Finance,Large,Rahul,20.0,23.0,137,No,Negative,0,0.0,2025-04-10
LEAD_0484,LinkedIn,South,Finance,Large,Amit,20.0,14.0,159,No,Negative,0,0.0,2026-03-19
LEAD_0485,Website,North,Finance,Small,Vikram,0.0,5.0,27,No,,1,76339.42,2024-08-30
LEAD_0486,Referral,North,Finance,Small,Priya,0.0,15.0,56,No,Negative,0,0.0,2024-08-06
LEAD_0487,Referral,East,Retail,Small,Rahul,2.0,26.0,38,Yes,Negative,0,0.0,2024-08-30
LEAD_0488,Referral,South,Finance,Large,Sneha,0.0,,64,No,Negative,1,15350.78,2024-05-18
LEAD_0489,LinkedIn,South,Retail,Small,Vikram,6.0,15.0,100,No,Negative,0,0.0,2025-12-23
LEAD_0490,LinkedIn,Central,Education,Small,Rahul,15.0,20.0,77,Yes,Negative,0,0.0,2026-03-13
LEAD_0491,Cold Call,North,Finance,Enterprise,Rahul,0.0,5.0,71,Yes,Negative,1,130230.36,2024-05-18
LEAD_0492,LinkedIn,Central,Retail,Medium,Rahul,2.0,7.0,41,No,Positive,1,6294.83,2025-08-16
LEAD_0493,LinkedIn,North,Healthcare,Medium,Neha,17.0,25.0,28,Yes,Negative,1,54071.2,2024-10-21
LEAD_0494,Email Campaign,East,Retail,Medium,Amit,12.0,11.0,35,No,Positive,0,0.0,2025-03-25
LEAD_0495,Referral,Central,Healthcare,Enterprise,Priya,18.0,5.0,140,No,Negative,0,0.0,2025-04-29
LEAD_0496,Email Campaign,Central,Finance,Small,Vikram,4.0,14.0,76,No,No Response,1,44922.05,2025-09-19
LEAD_0497,LinkedIn,Central,Retail,Medium,Amit,19.0,27.0,94,Yes,Negative,0,0.0,2024-08-07
LEAD_0498,Email Campaign,West,Finance,Enterprise,Vikram,4.0,,73,No,Negative,1,100451.97,2026-03-04
LEAD_0499,LinkedIn,North,Education,Small,Amit,4.0,5.0,9,Yes,Positive,0,0.0,2025-11-28
LEAD_0500,LinkedIn,North,Education,Enterprise,Neha,15.0,16.0,160,No,Positive,0,0.0,2026-01-10
LEAD_0501,Email Campaign,North,Technology,Medium,Neha,15.0,29.0,21,No,No Response,0,0.0,2025-01-10
LEAD_0502,Email Campaign,West,Healthcare,Small,Vikram,8.0,16.0,11,Yes,Negative,0,0.0,2025-11-17
LEAD_0503,Cold Call,Central,Technology,Small,Neha,7.0,17.0,99,Yes,Positive,0,0.0,2025-08-03
LEAD_0504,Cold Call,Central,Finance,Enterprise,Neha,3.0,24.0,164,No,No Response,0,0.0,2025-11-07
LEAD_0505,Referral,North,Finance,Medium,Vikram,12.0,16.0,87,Yes,No Response,0,0.0,2026-01-02
LEAD_0506,Website,East,Education,Large,Rahul,13.0,24.0,163,No,No Response,1,69236.76,2025-09-13
LEAD_0507,Cold Call,Central,Education,Medium,Sneha,17.0,29.0,66,No,Negative,0,0.0,2026-03-29
LEAD_0508,Referral,North,Technology,Large,Vikram,0.0,16.0,35,No,Positive,0,0.0,2026-04-20
LEAD_0509,Cold Call,South,Healthcare,Small,Neha,8.0,29.0,142,Yes,Positive,0,0.0,2025-03-13
LEAD_0510,Website,South,Finance,Large,Rahul,18.0,7.0,60,No,Negative,0,0.0,2024-09-16
LEAD_0511,Referral,Central,Finance,Small,Neha,10.0,25.0,124,Yes,Negative,0,0.0,2025-06-28
LEAD_0512,Email Campaign,North,Education,Large,Amit,18.0,12.0,21,Yes,Negative,1,104991.29,2025-09-08
LEAD_0513,Referral,West,Technology,Medium,Neha,20.0,27.0,155,Yes,No Response,0,0.0,2024-11-11
LEAD_0514,Website,Central,Technology,Large,Vikram,18.0,4.0,84,Yes,Positive,1,60460.61,2025-01-18
LEAD_0515,Referral,West,Education,Small,Priya,13.0,9.0,101,Yes,Positive,0,0.0,2024-05-05
LEAD_0516,Referral,Central,Technology,Enterprise,Rahul,2.0,12.0,129,No,No Response,0,0.0,2024-08-18
LEAD_0517,Cold Call,West,Education,Medium,Sneha,12.0,20.0,147,Yes,No Response,0,0.0,2025-02-22
LEAD_0518,Email Campaign,South,Finance,Small,Rahul,13.0,10.0,176,Yes,Positive,0,0.0,2024-07-26
LEAD_0519,Website,South,Healthcare,Large,Vikram,20.0,0.0,79,Yes,Negative,1,66413.39,2025-03-14
LEAD_0520,Referral,Central,Finance,Enterprise,Amit,7.0,6.0,176,No,Positive,0,0.0,2024-10-15
LEAD_0521,LinkedIn,North,Finance,Medium,Rahul,0.0,10.0,178,Yes,Negative,1,128650.8,2024-08-29
LEAD_0522,LinkedIn,East,Finance,Medium,Priya,17.0,16.0,67,No,No Response,0,0.0,2026-01-12
LEAD_0523,LinkedIn,West,Education,Small,Rahul,5.0,1.0,73,Yes,No Response,1,25495.38,2024-07-03
LEAD_0524,LinkedIn,West,Technology,Small,Sneha,8.0,21.0,169,No,Positive,0,0.0,2025-09-06
LEAD_0525,Referral,South,Retail,Small,Rahul,15.0,27.0,153,Yes,Positive,0,0.0,2026-04-06
LEAD_0526,Referral,Central,Technology,Small,Priya,16.0,9.0,86,No,Negative,0,0.0,2024-09-10
LEAD_0527,Website,East,Healthcare,Medium,Vikram,8.0,25.0,16,No,Negative,1,7663.97,2025-05-18
LEAD_0528,LinkedIn,Central,Healthcare,Medium,Priya,10.0,28.0,101,Yes,Positive,1,123154.5,2025-06-25
LEAD_0529,Email Campaign,South,Retail,Medium,Vikram,4.0,13.0,80,No,Negative,1,80504.09,2024-07-10
LEAD_0530,Cold Call,South,Education,Medium,Priya,9.0,22.0,135,Yes,Negative,0,0.0,2024-06-27
LEAD_0531,Cold Call,Central,Finance,Large,Amit,17.0,17.0,31,Yes,Negative,1,146487.65,2024-06-19
LEAD_0532,LinkedIn,East,Retail,Enterprise,Rahul,14.0,23.0,164,No,Positive,1,26100.81,2025-07-01
LEAD_0533,Cold Call,North,Education,Large,Vikram,18.0,19.0,60,Yes,Positive,1,20481.86,2025-04-09
LEAD_0534,Referral,South,Education,Enterprise,Neha,20.0,11.0,48,No,Negative,1,57092.89,2026-04-10
LEAD_0535,Cold Call,South,Finance,Small,Sneha,0.0,29.0,70,No,Positive,0,0.0,2026-04-18
LEAD_0536,Cold Call,North,Finance,Enterprise,Vikram,15.0,22.0,84,No,Positive,1,148295.3,2025-07-28
LEAD_0537,LinkedIn,Central,Retail,Large,Sneha,19.0,30.0,147,Yes,No Response,0,0.0,2026-03-12
LEAD_0538,Referral,North,Finance,Enterprise,Neha,1.0,17.0,100,Yes,Positive,0,0.0,2025-08-12
LEAD_0539,Referral,East,Healthcare,Enterprise,Priya,13.0,9.0,157,Yes,No Response,0,0.0,2026-03-05
LEAD_0540,Cold Call,West,Retail,Small,Neha,16.0,3.0,47,Yes,Negative,0,0.0,2025-03-28
LEAD_0541,Referral,North,Finance,Enterprise,Vikram,6.0,28.0,117,Yes,Negative,0,0.0,2025-02-04
LEAD_0542,Cold Call,North,Technology,Small,Neha,14.0,20.0,93,Yes,No Response,0,0.0,2024-09-30
LEAD_0543,Email Campaign,Central,Finance,Enterprise,Vikram,12.0,1.0,44,No,No Response,1,110396.71,2024-12-01
LEAD_0544,Cold Call,South,Finance,Small,Sneha,9.0,9.0,115,No,No Response,1,130087.51,2025-05-18
LEAD_0545,Cold Call,South,Technology,Large,Amit,14.0,15.0,128,Yes,No Response,0,0.0,2025-01-13
LEAD_0546,Email Campaign,West,Retail,Enterprise,Sneha,2.0,19.0,154,Yes,Positive,1,39492.36,2025-02-17
LEAD_0547,Email Campaign,South,Technology,Medium,Priya,1.0,20.0,90,Yes,Positive,1,45326.38,2025-09-26
LEAD_0548,Email Campaign,East,Healthcare,Small,Amit,,13.0,46,Yes,No Response,1,101714.5,2026-04-13
LEAD_0549,Email Campaign,Central,Education,Medium,Sneha,18.0,11.0,10,Yes,Negative,0,0.0,2024-07-25
LEAD_0550,Referral,North,Retail,Small,Rahul,15.0,4.0,32,No,Negative,0,0.0,2026-02-06
LEAD_0551,Email Campaign,South,Finance,Small,Amit,18.0,23.0,162,Yes,Negative,0,0.0,2025-03-28
LEAD_0552,Website,West,Education,Large,Rahul,16.0,18.0,160,No,Positive,1,92692.81,2025-04-27
LEAD_0553,Referral,Central,Retail,Enterprise,Priya,19.0,7.0,75,Yes,Positive,0,0.0,2024-12-16
LEAD_0554,Referral,North,Finance,Enterprise,Sneha,1.0,10.0,90,Yes,Positive,0,0.0,2024-05-06
LEAD_0555,Website,East,Technology,Large,Rahul,16.0,17.0,83,Yes,Positive,0,0.0,2024-10-17
LEAD_0556,Email Campaign,Central,Technology,Medium,Priya,10.0,26.0,87,No,Negative,1,54497.43,2025-07-30
LEAD_0557,Referral,South,Retail,Large,Sneha,13.0,29.0,15,No,No Response,1,98619.57,2024-09-04
LEAD_0558,Email Campaign,North,Finance,Large,Rahul,2.0,4.0,72,Yes,Negative,1,50747.91,2025-08-23
LEAD_0559,Cold Call,Central,Education,Enterprise,Priya,19.0,,79,No,No Response,1,95844.07,2026-04-05
LEAD_0560,Referral,North,Retail,Medium,Rahul,14.0,26.0,78,Yes,No Response,0,0.0,2024-11-26
LEAD_0561,LinkedIn,East,Technology,Medium,Amit,14.0,16.0,7,No,No Response,0,0.0,2025-11-12
LEAD_0562,Website,West,Education,Large,Rahul,4.0,24.0,26,Yes,Positive,0,0.0,2024-09-22
LEAD_0563,Email Campaign,North,Technology,Large,Amit,19.0,27.0,23,No,Negative,1,71608.42,2024-08-14
LEAD_0564,Website,North,Education,Large,Neha,6.0,10.0,52,Yes,Negative,1,19949.91,2025-10-27
LEAD_0565,Website,West,Technology,Large,Priya,5.0,8.0,30,Yes,No Response,0,0.0,2026-03-23
LEAD_0566,LinkedIn,South,Education,Large,Vikram,10.0,8.0,37,No,No Response,0,0.0,2026-02-28
LEAD_0567,LinkedIn,East,Education,Large,Vikram,14.0,1.0,34,Yes,Negative,0,0.0,2026-04-27
LEAD_0568,Referral,North,Technology,Enterprise,Sneha,5.0,22.0,153,No,No Response,1,12316.12,2024-06-07
LEAD_0569,Website,South,Education,Small,Sneha,18.0,4.0,24,No,Positive,0,0.0,2025-07-30
LEAD_0570,Referral,West,Finance,Medium,Priya,19.0,8.0,94,No,Positive,0,0.0,2024-08-13
LEAD_0571,Website,West,Retail,Small,Amit,15.0,3.0,90,No,Negative,1,101451.19,2025-01-10
LEAD_0572,Website,Central,Education,Medium,Vikram,3.0,12.0,28,No,No Response,1,45927.32,2024-08-28
LEAD_0573,Website,Central,Retail,Enterprise,Vikram,13.0,7.0,159,Yes,No Response,0,0.0,2025-09-11
LEAD_0574,Referral,West,Technology,Large,Priya,18.0,13.0,112,No,No Response,0,0.0,2025-04-04
LEAD_0575,LinkedIn,Central,Retail,Small,Vikram,19.0,14.0,84,Yes,Negative,1,30097.39,2025-08-24
LEAD_0576,Referral,North,Education,Small,Neha,19.0,24.0,98,No,Negative,0,0.0,2025-08-17
LEAD_0577,LinkedIn,North,Finance,Medium,Vikram,20.0,25.0,1,Yes,No Response,0,0.0,2025-03-03
LEAD_0578,Email Campaign,East,Retail,Enterprise,Priya,6.0,21.0,82,No,No Response,0,0.0,2024-12-08
LEAD_0579,Referral,East,Technology,Small,Vikram,16.0,12.0,33,No,Positive,1,103536.04,2024-08-24
LEAD_0580,Email Campaign,North,Technology,Large,Amit,9.0,27.0,8,Yes,Negative,0,0.0,2025-04-05
LEAD_0581,Website,West,Retail,Enterprise,Sneha,17.0,6.0,170,Yes,Negative,1,62168.91,2024-07-30
LEAD_0582,Email Campaign,West,Healthcare,Enterprise,Priya,9.0,,172,Yes,Positive,0,0.0,2024-10-23
LEAD_0583,LinkedIn,South,Retail,Enterprise,Priya,2.0,4.0,165,No,Negative,0,0.0,2025-04-10
LEAD_0584,Referral,Central,Finance,Enterprise,Vikram,,17.0,116,No,Negative,1,105831.63,2025-12-24
LEAD_0585,Referral,Central,Technology,Enterprise,Neha,7.0,22.0,129,No,Negative,0,0.0,2025-04-13
LEAD_0586,LinkedIn,North,Education,Enterprise,Neha,11.0,3.0,149,No,No Response,1,88571.09,2026-04-25
LEAD_0587,Email Campaign,East,Retail,Small,Vikram,19.0,2.0,63,No,No Response,0,0.0,2026-03-29
LEAD_0588,LinkedIn,Central,Education,Large,Vikram,1.0,28.0,88,Yes,Negative,1,144259.6,2025-08-13
LEAD_0589,Referral,Central,Healthcare,Enterprise,Rahul,9.0,9.0,43,Yes,No Response,0,0.0,2025-01-03
LEAD_0590,Email Campaign,East,Technology,Enterprise,Vikram,5.0,18.0,14,No,No Response,1,113666.67,2025-12-29
LEAD_0591,Website,West,Technology,Medium,Vikram,2.0,27.0,72,No,Positive,0,0.0,2025-09-11
LEAD_0592,Website,East,Technology,Small,Vikram,5.0,29.0,152,Yes,No Response,0,0.0,2026-03-11
LEAD_0593,Cold Call,East,Finance,Enterprise,Priya,16.0,27.0,9,No,Positive,0,0.0,2024-05-28
LEAD_0594,Cold Call,West,Retail,Enterprise,Priya,14.0,23.0,164,Yes,Positive,1,91353.89,2025-02-11
LEAD_0595,Website,North,Healthcare,Small,Amit,5.0,14.0,103,No,Negative,0,0.0,2024-11-21
LEAD_0596,Email Campaign,South,Retail,Enterprise,Sneha,8.0,4.0,136,No,Positive,0,0.0,2024-06-20
LEAD_0597,Referral,West,Healthcare,Small,Amit,17.0,20.0,91,No,No Response,0,0.0,2025-06-26
LEAD_0598,Website,East,Healthcare,Small,Rahul,20.0,18.0,101,No,No Response,1,129461.57,2024-05-28
LEAD_0599,Email Campaign,South,Education,Large,Neha,5.0,10.0,141,Yes,No Response,1,111475.45,2024-05-23
LEAD_0600,LinkedIn,North,Retail,Small,Vikram,3.0,21.0,115,No,Positive,0,0.0,2025-12-25
LEAD_0601,LinkedIn,North,Education,Small,Amit,19.0,21.0,56,Yes,No Response,1,41524.94,2025-06-04
LEAD_0602,Email Campaign,South,Retail,Medium,Amit,5.0,8.0,76,No,No Response,1,17526.02,2024-11-27
LEAD_0603,Website,West,Healthcare,Large,Priya,2.0,8.0,16,No,Negative,1,97623.17,2026-04-05
LEAD_0604,LinkedIn,East,Healthcare,Medium,Sneha,2.0,15.0,52,No,Positive,0,0.0,2025-04-15
LEAD_0605,LinkedIn,South,Education,Enterprise,Priya,19.0,20.0,28,No,No Response,0,0.0,2025-03-21
LEAD_0606,LinkedIn,North,Technology,Large,Sneha,0.0,28.0,128,Yes,No Response,0,0.0,2024-08-01
LEAD_0607,LinkedIn,West,Healthcare,Medium,Neha,10.0,28.0,101,Yes,No Response,0,0.0,2025-01-11
LEAD_0608,Referral,West,Retail,Small,Vikram,7.0,0.0,99,No,Positive,1,116793.64,2024-09-21
LEAD_0609,Website,East,Healthcare,Enterprise,Amit,20.0,30.0,166,Yes,Negative,0,0.0,2024-07-06
LEAD_0610,Website,North,Retail,Large,Neha,6.0,5.0,142,Yes,Negative,0,0.0,2025-10-18
LEAD_0611,Referral,North,Healthcare,Enterprise,Amit,20.0,14.0,49,Yes,Positive,1,48336.2,2025-05-24
LEAD_0612,Email Campaign,South,Retail,Enterprise,Amit,17.0,20.0,79,No,No Response,0,0.0,2025-08-10
LEAD_0613,LinkedIn,North,Healthcare,Small,Rahul,1.0,12.0,31,Yes,No Response,1,122707.82,2024-09-21
LEAD_0614,Email Campaign,South,Education,Medium,Amit,1.0,23.0,37,No,No Response,1,71463.7,2025-11-20
LEAD_0615,Email Campaign,North,Finance,Medium,Amit,5.0,20.0,13,No,Positive,0,0.0,2026-02-15
LEAD_0616,Cold Call,Central,Technology,Small,Amit,15.0,,158,Yes,Positive,0,0.0,2025-02-19
LEAD_0617,Referral,East,Technology,Medium,Rahul,6.0,24.0,12,Yes,Negative,1,66800.66,2025-09-21
LEAD_0618,Website,South,Retail,Medium,Neha,11.0,17.0,43,No,Positive,0,0.0,2024-08-15
LEAD_0619,LinkedIn,Central,Retail,Medium,Amit,15.0,,2,Yes,Positive,1,10901.34,2025-05-04
LEAD_0620,Email Campaign,East,Retail,Enterprise,Neha,4.0,6.0,37,No,No Response,1,107477.48,2024-09-26
LEAD_0621,Cold Call,South,Education,Small,Vikram,5.0,22.0,128,Yes,No Response,0,0.0,2025-01-24
LEAD_0622,Referral,North,Education,Medium,Priya,3.0,16.0,25,No,No Response,1,48673.97,2026-02-19
LEAD_0623,Referral,South,Healthcare,Small,Priya,3.0,25.0,39,No,Negative,0,0.0,2024-06-07
LEAD_0624,LinkedIn,North,Healthcare,Large,Priya,13.0,8.0,86,No,Positive,0,0.0,2025-01-12
LEAD_0625,LinkedIn,Central,Finance,Medium,Amit,15.0,16.0,30,Yes,Positive,0,0.0,2024-06-11
LEAD_0626,Website,West,Finance,Large,Priya,3.0,10.0,59,Yes,Positive,1,90942.47,2025-09-05
LEAD_0627,Referral,South,Technology,Enterprise,Vikram,15.0,1.0,112,Yes,Positive,1,131133.51,2024-12-12
LEAD_0628,Referral,East,Finance,Enterprise,Neha,6.0,20.0,92,No,Positive,1,70973.68,2024-08-30
LEAD_0629,LinkedIn,Central,Technology,Large,Priya,3.0,27.0,120,No,Negative,0,0.0,2024-11-05
LEAD_0630,Website,South,Healthcare,Medium,Neha,19.0,28.0,44,Yes,Positive,0,0.0,2025-08-30
LEAD_0631,Email Campaign,West,Finance,Enterprise,Sneha,8.0,0.0,110,Yes,Positive,0,0.0,2026-02-02
LEAD_0632,Email Campaign,South,Education,Medium,Vikram,0.0,13.0,12,Yes,Negative,0,0.0,2025-06-24
LEAD_0633,Referral,Central,Retail,Enterprise,Neha,3.0,14.0,127,Yes,Positive,1,78111.37,2024-06-09
LEAD_0634,LinkedIn,West,Finance,Medium,Rahul,9.0,7.0,166,Yes,Positive,0,0.0,2025-02-02
LEAD_0635,Website,South,Retail,Small,Sneha,14.0,24.0,36,No,Positive,0,0.0,2024-06-25
LEAD_0636,Referral,North,Technology,Enterprise,Neha,10.0,16.0,9,No,Negative,1,58710.97,2025-02-20
LEAD_0637,Email Campaign,Central,Education,Medium,Neha,2.0,19.0,86,Yes,No Response,1,106217.97,2024-06-16
LEAD_0638,LinkedIn,North,Retail,Large,Sneha,19.0,1.0,94,No,Positive,1,102824.68,2025-01-25
LEAD_0639,LinkedIn,Central,Finance,Medium,Rahul,7.0,17.0,30,No,No Response,0,0.0,2025-05-24
LEAD_0640,Cold Call,South,Healthcare,Large,Rahul,16.0,21.0,109,No,Positive,1,89117.31,2024-05-30
LEAD_0641,Website,West,Retail,Small,Sneha,17.0,21.0,137,No,Negative,0,0.0,2024-11-24
LEAD_0642,LinkedIn,South,Retail,Small,Amit,12.0,28.0,46,No,Positive,0,0.0,2025-11-03
LEAD_0643,Website,North,Finance,Enterprise,Priya,6.0,16.0,161,Yes,Negative,0,0.0,2025-05-13
LEAD_0644,Email Campaign,South,Retail,Large,Sneha,14.0,23.0,166,Yes,Negative,0,0.0,2025-02-13
LEAD_0645,LinkedIn,South,Education,Large,Sneha,18.0,10.0,168,No,Negative,0,0.0,2025-07-27
LEAD_0646,Email Campaign,Central,Retail,Enterprise,Rahul,18.0,4.0,79,Yes,Negative,0,0.0,2024-08-10
LEAD_0647,Website,East,Technology,Medium,Rahul,9.0,14.0,43,Yes,No Response,0,0.0,2024-05-05
LEAD_0648,Cold Call,South,Finance,Medium,Priya,3.0,1.0,82,Yes,Negative,0,0.0,2026-04-04
LEAD_0649,Cold Call,South,Education,Small,Neha,10.0,11.0,38,No,Negative,0,0.0,2025-08-01
LEAD_0650,Cold Call,Central,Healthcare,Small,Amit,12.0,29.0,128,Yes,Negative,0,0.0,2025-07-18
LEAD_0651,Email Campaign,Central,Healthcare,Large,Sneha,9.0,30.0,147,Yes,,1,27627.72,2025-10-02
LEAD_0652,Website,North,Retail,Small,Priya,17.0,3.0,79,Yes,Negative,1,138732.35,2024-06-09
LEAD_0653,Cold Call,West,Healthcare,Small,Rahul,1.0,19.0,165,Yes,No Response,0,0.0,2024-05-10
LEAD_0654,Website,South,Technology,Small,Vikram,14.0,21.0,172,Yes,No Response,0,0.0,2025-05-27
LEAD_0655,Referral,East,Education,Small,Neha,11.0,12.0,38,No,Negative,0,0.0,2025-10-08
LEAD_0656,LinkedIn,East,Healthcare,Large,Rahul,14.0,,144,Yes,Positive,0,0.0,2024-06-23
LEAD_0657,Referral,West,Healthcare,Medium,Neha,13.0,23.0,107,Yes,No Response,1,69411.95,2024-06-28
LEAD_0658,Cold Call,South,Healthcare,Enterprise,Vikram,,2.0,152,No,Positive,0,0.0,2025-08-22
LEAD_0659,Website,West,Finance,Enterprise,Neha,18.0,24.0,36,Yes,Positive,0,0.0,2024-11-01
LEAD_0660,Referral,North,Healthcare,Large,Sneha,17.0,23.0,119,Yes,Positive,1,46972.16,2024-05-23
LEAD_0661,Website,West,Technology,Large,Sneha,5.0,15.0,177,Yes,Positive,1,27333.48,2025-02-17
LEAD_0662,Website,West,Technology,Large,Vikram,15.0,18.0,112,No,No Response,0,0.0,2025-11-27
LEAD_0663,LinkedIn,East,Education,Small,Rahul,5.0,18.0,15,Yes,Negative,1,146267.52,2024-07-02
LEAD_0664,Cold Call,East,Finance,Small,Rahul,11.0,13.0,163,No,Positive,0,0.0,2024-12-25
LEAD_0665,Email Campaign,North,Education,Medium,Neha,5.0,24.0,25,Yes,No Response,0,0.0,2024-11-04
LEAD_0666,Website,East,Healthcare,Large,Amit,17.0,18.0,91,Yes,Positive,0,0.0,2025-12-16
LEAD_0667,Website,East,Retail,Enterprise,Rahul,5.0,3.0,56,Yes,No Response,0,0.0,2024-12-28
LEAD_0668,Cold Call,Central,Education,Small,Sneha,14.0,29.0,20,Yes,Positive,0,0.0,2025-06-20
LEAD_0669,Website,East,Finance,Enterprise,Vikram,16.0,24.0,88,Yes,No Response,1,74530.14,2025-06-04
LEAD_0670,LinkedIn,South,Finance,Medium,Neha,7.0,9.0,33,Yes,Positive,0,0.0,2024-11-23
LEAD_0671,LinkedIn,North,Technology,Enterprise,Sneha,1.0,6.0,28,Yes,No Response,1,66596.74,2025-03-17
LEAD_0672,LinkedIn,West,Technology,Large,Amit,2.0,9.0,171,Yes,Positive,0,0.0,2024-06-26
LEAD_0673,Cold Call,Central,Finance,Medium,Neha,11.0,0.0,24,Yes,No Response,1,138414.22,2025-11-23
LEAD_0674,Website,East,Finance,Medium,Vikram,18.0,2.0,26,Yes,No Response,1,142574.78,2025-08-24
LEAD_0675,Cold Call,East,Finance,Small,Neha,3.0,29.0,55,No,Negative,0,0.0,2024-05-15
LEAD_0676,LinkedIn,South,Healthcare,Enterprise,Sneha,6.0,16.0,59,No,Positive,1,31843.24,2025-10-07
LEAD_0677,Referral,North,Education,Medium,Sneha,11.0,22.0,74,Yes,Positive,1,50570.64,2025-07-16
LEAD_0678,LinkedIn,West,Healthcare,Enterprise,Vikram,9.0,21.0,114,Yes,No Response,0,0.0,2025-03-16
LEAD_0679,Referral,South,Technology,Enterprise,Neha,11.0,5.0,4,No,No Response,0,0.0,2025-04-13
LEAD_0680,Referral,Central,Technology,Small,Priya,12.0,12.0,178,Yes,No Response,0,0.0,2024-11-06
LEAD_0681,LinkedIn,East,Finance,Large,Priya,19.0,27.0,104,Yes,Positive,1,146788.73,2026-01-12
LEAD_0682,Website,Central,Education,Large,Neha,12.0,11.0,122,No,Negative,1,110154.07,2025-08-27
LEAD_0683,Cold Call,West,Technology,Small,Rahul,15.0,15.0,60,Yes,Positive,0,0.0,2025-11-17
LEAD_0684,LinkedIn,North,Retail,Small,Priya,12.0,19.0,174,No,Positive,0,0.0,2026-04-10
LEAD_0685,Email Campaign,North,Technology,Enterprise,Sneha,6.0,9.0,170,No,Negative,0,0.0,2025-06-11
LEAD_0686,Email Campaign,East,Education,Small,Amit,,28.0,31,No,Negative,0,0.0,2025-12-15
LEAD_0687,Referral,West,Retail,Small,Amit,5.0,17.0,169,No,No Response,0,0.0,2024-11-19
LEAD_0688,Referral,South,Healthcare,Enterprise,Sneha,3.0,18.0,173,No,No Response,0,0.0,2025-02-13
LEAD_0689,Email Campaign,Central,Retail,Enterprise,Vikram,5.0,16.0,15,No,Negative,0,0.0,2025-01-29
LEAD_0690,Referral,Central,Healthcare,Large,Rahul,1.0,0.0,152,Yes,Positive,0,0.0,2026-04-15
LEAD_0691,Email Campaign,North,Healthcare,Enterprise,Amit,13.0,11.0,92,No,Negative,1,55587.13,2026-02-21
LEAD_0692,Cold Call,South,Finance,Large,Vikram,2.0,29.0,177,Yes,Negative,0,0.0,2024-08-23
LEAD_0693,Cold Call,North,Education,Large,Amit,14.0,21.0,109,No,Negative,0,0.0,2026-03-20
LEAD_0694,Referral,Central,Technology,Large,Sneha,18.0,12.0,83,Yes,Negative,0,0.0,2026-04-17
LEAD_0695,Cold Call,East,Retail,Large,Priya,19.0,9.0,94,No,Positive,0,0.0,2024-08-09
LEAD_0696,LinkedIn,Central,Finance,Large,Rahul,1.0,9.0,147,No,Positive,0,0.0,2025-08-29
LEAD_0697,LinkedIn,Central,Technology,Large,Rahul,2.0,18.0,136,No,Negative,0,0.0,2025-09-12
LEAD_0698,LinkedIn,East,Education,Large,Sneha,17.0,10.0,52,No,Negative,0,0.0,2025-10-08
LEAD_0699,Email Campaign,West,Education,Medium,Amit,20.0,22.0,133,Yes,No Response,0,0.0,2025-06-27
LEAD_0700,Referral,East,Education,Enterprise,Vikram,20.0,1.0,134,Yes,Negative,0,0.0,2024-06-04
LEAD_0701,Cold Call,South,Healthcare,Enterprise,Sneha,10.0,27.0,17,Yes,,0,0.0,2025-06-25
LEAD_0702,Website,South,Healthcare,Medium,Sneha,7.0,3.0,39,Yes,Positive,0,0.0,2025-09-09
LEAD_0703,Website,West,Retail,Enterprise,Sneha,20.0,28.0,10,Yes,Positive,0,0.0,2025-10-18
LEAD_0704,LinkedIn,East,Healthcare,Medium,Neha,1.0,30.0,125,Yes,Positive,0,0.0,2025-02-11
LEAD_0705,Email Campaign,East,Technology,Enterprise,Rahul,2.0,12.0,36,Yes,Positive,1,17169.78,2025-03-30
LEAD_0706,Email Campaign,North,Education,Large,Sneha,2.0,7.0,154,Yes,Negative,0,0.0,2025-04-25
LEAD_0707,Email Campaign,West,Finance,Enterprise,Priya,4.0,3.0,45,Yes,Negative,0,0.0,2025-04-03
LEAD_0708,Website,Central,Technology,Enterprise,Vikram,11.0,22.0,29,No,No Response,0,0.0,2025-06-22
LEAD_0709,Cold Call,East,Finance,Large,Sneha,11.0,26.0,79,Yes,No Response,0,0.0,2024-07-31
LEAD_0710,LinkedIn,South,Healthcare,Enterprise,Rahul,20.0,30.0,180,No,No Response,1,92843.14,2026-04-29
