Lead_ID,Lead_Source,Region,Industry,Company_Size,Sales_Agent,Number_of_Calls,Number_of_Emails,Last_Interaction_Days,Contacted,Response,Converted,Deal_Value,Date_Created,Engagement_Score,Recency,Lead_Age_Days
LEAD_0402,LinkedIn,East,Finance,Small,Rahul,14.0,3.0,158,Yes,No Response,0,0.0,2025-10-21,32.5,Cold,197
LEAD_0403,Referral,South,Education,Large,Neha,1.0,29.0,98,No,Negative,0,0.0,2024-11-02,45.5,Cold,550
LEAD_0404,Website,Central,Technology,Small,Neha,8.0,6.0,159,No,Positive,1,146494.29,2024-10-08,25.0,Cold,575
LEAD_0405,Website,Central,Education,Medium,Neha,6.0,9.0,115,Yes,No Response,1,107171.21,2025-11-25,25.5,Cold,162
LEAD_0406,Cold Call,Central,Technology,Enterprise,Amit,13.0,8.0,143,No,Positive,0,0.0,2025-07-05,38.0,Cold,305
LEAD_0407,Website,North,Healthcare,Enterprise,Neha,0.0,1.0,40,No,No Response,0,0.0,2025-11-06,1.5,Warm,181
LEAD_0408,Email Campaign,East,Retail,Large,Amit,10.0,16.0,57,Yes,No Response,0,0.0,2024-05-23,44.0,Warm,713
LEAD_0409,Email Campaign,South,Retail,Enterprise,Amit,0.0,7.0,55,No,Negative,0,0.0,2025-02-06,10.5,Warm,454
LEAD_0410,Cold Call,Central,Education,Enterprise,Vikram,20.0,0.0,30,No,Negative,0,0.0,2025-12-01,40.0,Hot,156
LEAD_0411,Email Campaign,Central,Finance,Small,Neha,10.0,12.0,30,No,Negative,0,0.0,2026-01-12,38.0,Hot,114
LEAD_0412,Website,North,Education,Large,Vikram,16.0,0.0,125,Yes,Negative,0,0.0,2024-12-07,32.0,Cold,515
LEAD_0413,Email Campaign,North,Technology,Medium,Vikram,17.0,0.0,161,Yes,Positive,1,32914.3,2025-07-25,34.0,Cold,285
LEAD_0414,Referral,North,Finance,Enterprise,Neha,2.0,23.0,176,Yes,Positive,1,117169.43,2025-09-13,38.5,Cold,235
LEAD_0415,Website,North,Technology,Small,Amit,5.0,25.0,65,Yes,No Response,0,0.0,2025-09-20,47.5,Warm,228
LEAD_0416,Referral,West,Retail,Enterprise,Sneha,10.0,0.0,100,Yes,No Response,1,137093.05,2024-08-02,20.0,Cold,642
LEAD_0417,Email Campaign,North,Education,Small,Neha,2.0,11.0,129,Yes,Negative,0,0.0,2024-06-09,20.5,Cold,696
LEAD_0418,LinkedIn,East,Retail,Enterprise,Sneha,0.0,15.0,41,Yes,Positive,1,48695.85,2025-02-14,22.5,Warm,446
LEAD_0419,Email Campaign,East,Finance,Large,Neha,20.0,11.0,3,Yes,Positive,1,120531.71,2025-01-13,56.5,Hot,478
LEAD_0420,Email Campaign,Central,Retail,Small,Rahul,6.0,23.0,89,Yes,Negative,0,0.0,2026-01-26,46.5,Warm,100
LEAD_0421,Cold Call,South,Finance,Medium,Vikram,8.0,6.0,30,Yes,No Response,1,128461.53,2026-04-13,25.0,Hot,23
LEAD_0422,Email Campaign,West,Education,Small,Rahul,2.0,8.0,26,Yes,No Response,1,128576.41,2026-01-28,16.0,Hot,98
LEAD_0423,Website,East,Finance,Medium,Amit,9.0,19.0,18,Yes,Negative,0,0.0,2024-09-05,46.5,Hot,608
LEAD_0424,Website,Central,Healthcare,Medium,Vikram,18.0,11.0,81,No,Positive,0,0.0,2025-07-27,52.5,Warm,283
LEAD_0425,Cold Call,South,Retail,Large,Rahul,4.0,21.0,85,No,Negative,0,0.0,2024-10-31,39.5,Warm,552
LEAD_0426,Website,West,Education,Small,Priya,20.0,19.0,21,No,Positive,0,0.0,2025-05-27,68.5,Hot,344
LEAD_0427,LinkedIn,North,Technology,Small,Vikram,18.0,12.0,152,Yes,Positive,1,33482.63,2025-11-27,54.0,Cold,160
LEAD_0428,Email Campaign,Central,Retail,Medium,Rahul,12.0,7.0,151,No,Positive,0,0.0,2025-06-20,34.5,Cold,320
LEAD_0429,Email Campaign,North,Retail,Large,Vikram,0.0,21.0,62,Yes,No Response,0,0.0,2024-05-20,31.5,Warm,716
LEAD_0430,Cold Call,South,Education,Medium,Neha,15.0,30.0,92,Yes,Positive,0,0.0,2024-07-15,75.0,Cold,660
LEAD_0431,Website,East,Finance,Small,Neha,6.0,16.0,93,No,Negative,1,38603.74,2024-08-22,36.0,Cold,622
LEAD_0432,LinkedIn,East,Technology,Large,Neha,8.0,18.0,140,Yes,Negative,1,132825.04,2026-01-16,43.0,Cold,110
LEAD_0433,LinkedIn,Central,Healthcare,Enterprise,Priya,16.0,12.0,91,No,Negative,1,57968.03,2025-07-18,50.0,Cold,292
LEAD_0434,LinkedIn,Central,Finance,Enterprise,Priya,7.0,2.0,132,No,No Response,1,133639.93,2025-10-01,17.0,Cold,217
LEAD_0435,Cold Call,East,Education,Small,Neha,7.0,13.0,85,Yes,Negative,0,0.0,2024-08-16,33.5,Warm,628
LEAD_0436,Email Campaign,South,Retail,Small,Priya,1.0,4.0,147,Yes,Positive,1,74458.07,2025-08-18,8.0,Cold,261
LEAD_0437,LinkedIn,Central,Finance,Small,Priya,8.0,29.0,47,No,No Response,0,0.0,2025-03-19,59.5,Warm,413
LEAD_0438,Website,North,Finance,Enterprise,Vikram,15.0,27.0,124,Yes,Positive,1,97455.29,2024-11-23,70.5,Cold,529
LEAD_0439,Email Campaign,South,Education,Large,Priya,10.0,29.0,117,Yes,Positive,1,92121.61,2024-06-13,63.5,Cold,692
LEAD_0440,Cold Call,North,Technology,Medium,Vikram,16.0,21.0,108,Yes,No Response,0,0.0,2026-01-28,63.5,Cold,98
LEAD_0441,Referral,Central,Education,Small,Vikram,16.0,24.0,31,Yes,No Response,0,0.0,2024-12-15,68.0,Warm,507
LEAD_0442,Email Campaign,North,Retail,Enterprise,Rahul,1.0,22.0,136,No,Positive,1,135787.79,2024-11-05,35.0,Cold,547
LEAD_0443,Referral,East,Education,Small,Sneha,4.0,8.0,123,Yes,Positive,1,74907.9,2026-01-09,20.0,Cold,117
LEAD_0444,Email Campaign,West,Healthcare,Medium,Amit,0.0,0.0,134,Yes,No Response,0,0.0,2025-08-04,0.0,Cold,275
LEAD_0445,Cold Call,East,Retail,Large,Amit,4.0,13.0,167,No,Negative,0,0.0,2024-12-20,27.5,Cold,502
LEAD_0446,Website,Central,Healthcare,Enterprise,Priya,13.0,17.0,143,No,Positive,1,66416.42,2025-03-03,51.5,Cold,429
LEAD_0447,Email Campaign,West,Healthcare,Large,Vikram,11.0,24.0,102,Yes,No Response,0,0.0,2025-03-19,58.0,Cold,413
LEAD_0448,Cold Call,West,Finance,Small,Priya,16.0,12.0,87,Yes,Positive,0,0.0,2025-02-26,50.0,Warm,434
LEAD_0449,LinkedIn,North,Finance,Enterprise,Vikram,13.0,2.0,17,No,Positive,0,0.0,2025-11-18,29.0,Hot,169
LEAD_0450,Email Campaign,North,Retail,Enterprise,Vikram,20.0,16.0,74,Yes,Positive,0,0.0,2024-09-28,64.0,Warm,585
LEAD_0451,Referral,North,Finance,Large,Priya,1.0,25.0,154,Yes,No Response,0,0.0,2024-10-26,39.5,Cold,557
LEAD_0452,LinkedIn,East,Finance,Small,Priya,2.0,8.0,103,No,No Response,0,0.0,2025-01-31,16.0,Cold,460
LEAD_0453,Email Campaign,South,Education,Small,Neha,2.0,29.0,24,No,No Response,0,0.0,2026-04-22,47.5,Hot,14
LEAD_0454,Website,East,Healthcare,Medium,Vikram,6.0,14.0,104,Yes,Negative,1,137676.3,2025-12-10,33.0,Cold,147
LEAD_0455,Email Campaign,North,Education,Small,Vikram,9.0,10.0,30,No,No Response,0,0.0,2024-09-07,33.0,Hot,606
LEAD_0456,Referral,West,Education,Enterprise,Priya,10.0,30.0,118,No,No Response,1,88359.61,2025-04-21,65.0,Cold,380
LEAD_0457,Website,North,Retail,Medium,Neha,7.0,25.0,81,No,Negative,1,74885.67,2025-10-25,51.5,Warm,193
LEAD_0458,LinkedIn,East,Finance,Large,Amit,12.0,21.0,88,Yes,No Response,0,0.0,2025-07-07,55.5,Warm,303
LEAD_0459,Website,South,Education,Large,Priya,6.0,15.0,52,Yes,No Response,1,74100.54,2025-03-18,34.5,Warm,414
LEAD_0460,Website,South,Finance,Medium,Priya,19.0,11.0,40,Yes,Positive,0,0.0,2024-11-18,54.5,Warm,534
LEAD_0461,Referral,Central,Technology,Small,Sneha,11.0,19.0,81,No,No Response,1,102992.76,2024-11-25,50.5,Warm,527
LEAD_0462,Email Campaign,East,Retail,Medium,Vikram,4.0,1.0,135,No,Negative,1,76166.78,2025-10-04,9.5,Cold,214
LEAD_0463,Website,West,Finance,Enterprise,Amit,16.0,14.0,81,Yes,No Response,1,9721.58,2024-12-22,53.0,Warm,500
LEAD_0464,LinkedIn,East,Healthcare,Large,Priya,17.0,8.0,61,No,Negative,1,60017.06,2024-08-23,46.0,Warm,621
LEAD_0465,Cold Call,West,Retail,Medium,Sneha,11.0,11.0,103,No,Negative,1,54748.99,2025-03-12,38.5,Cold,420
LEAD_0466,Cold Call,Central,Finance,Small,Neha,8.0,0.0,61,No,Negative,0,0.0,2025-09-08,16.0,Warm,240
LEAD_0467,Cold Call,West,Technology,Medium,Sneha,15.0,4.0,162,No,Negative,0,0.0,2026-04-11,36.0,Cold,25
LEAD_0468,Email Campaign,Central,Technology,Enterprise,Amit,5.0,1.0,56,No,Negative,0,0.0,2024-05-28,11.5,Warm,708
LEAD_0469,Website,East,Healthcare,Large,Vikram,17.0,29.0,66,No,Positive,1,18963.77,2026-01-04,77.5,Warm,122
LEAD_0470,Website,Central,Finance,Medium,Rahul,11.0,10.0,173,No,No Response,0,0.0,2025-12-06,37.0,Cold,151
LEAD_0471,LinkedIn,West,Education,Large,Sneha,20.0,30.0,38,Yes,No Response,0,0.0,2025-07-14,85.0,Warm,296
LEAD_0472,Email Campaign,Central,Retail,Small,Amit,5.0,10.0,59,No,Negative,1,53921.3,2025-04-21,25.0,Warm,380
LEAD_0473,Email Campaign,West,Healthcare,Enterprise,Rahul,18.0,16.0,116,No,Positive,1,108012.86,2024-09-14,60.0,Cold,599
LEAD_0474,LinkedIn,South,Finance,Large,Neha,0.0,6.0,43,No,Positive,0,0.0,2024-06-04,9.0,Warm,701
LEAD_0475,Referral,Central,Technology,Small,Sneha,16.0,24.0,22,Yes,Negative,0,0.0,2026-04-08,68.0,Hot,28
LEAD_0476,LinkedIn,West,Healthcare,Medium,Priya,9.0,14.0,161,Yes,Positive,0,0.0,2025-05-29,39.0,Cold,342
LEAD_0477,Cold Call,North,Technology,Large,Rahul,0.0,14.0,139,No,No Response,0,0.0,2025-02-26,21.0,Cold,434
LEAD_0478,Email Campaign,South,Education,Enterprise,Neha,0.0,28.0,145,No,No Response,0,0.0,2025-02-11,42.0,Cold,449
LEAD_0479,Email Campaign,East,Healthcare,Enterprise,Vikram,7.0,25.0,23,No,Negative,0,0.0,2024-10-26,51.5,Hot,557
LEAD_0480,Website,South,Healthcare,Small,Amit,0.0,26.0,35,No,Negative,0,0.0,2024-10-31,39.0,Warm,552
LEAD_0481,LinkedIn,West,Retail,Large,Amit,13.0,25.0,75,Yes,Positive,0,0.0,2024-10-01,63.5,Warm,582
LEAD_0482,Cold Call,West,Education,Enterprise,Sneha,7.0,0.0,166,No,Negative,0,0.0,2025-06-25,14.0,Cold,315
LEAD_0483,LinkedIn,West,Finance,Large,Rahul,20.0,23.0,137,No,Negative,0,0.0,2025-04-10,74.5,Cold,391
LEAD_0484,LinkedIn,South,Finance,Large,Amit,20.0,14.0,159,No,Negative,0,0.0,2026-03-19,61.0,Cold,48
LEAD_0485,Website,North,Finance,Small,Vikram,0.0,5.0,27,No,No Response,1,76339.42,2024-08-30,7.5,Hot,614
LEAD_0486,Referral,North,Finance,Small,Priya,0.0,15.0,56,No,Negative,0,0.0,2024-08-06,22.5,Warm,638
LEAD_0487,Referral,East,Retail,Small,Rahul,2.0,26.0,38,Yes,Negative,0,0.0,2024-08-30,43.0,Warm,614
LEAD_0488,Referral,South,Finance,Large,Sneha,0.0,0.0,64,No,Negative,1,15350.78,2024-05-18,0.0,Warm,718
LEAD_0489,LinkedIn,South,Retail,Small,Vikram,6.0,15.0,100,No,Negative,0,0.0,2025-12-23,34.5,Cold,134
LEAD_0490,LinkedIn,Central,Education,Small,Rahul,15.0,20.0,77,Yes,Negative,0,0.0,2026-03-13,60.0,Warm,54
LEAD_0491,Cold Call,North,Finance,Enterprise,Rahul,0.0,5.0,71,Yes,Negative,1,130230.36,2024-05-18,7.5,Warm,718
LEAD_0492,LinkedIn,Central,Retail,Medium,Rahul,2.0,7.0,41,No,Positive,1,6294.83,2025-08-16,14.5,Warm,263
LEAD_0493,LinkedIn,North,Healthcare,Medium,Neha,17.0,25.0,28,Yes,Negative,1,54071.2,2024-10-21,71.5,Hot,562
LEAD_0494,Email Campaign,East,Retail,Medium,Amit,12.0,11.0,35,No,Positive,0,0.0,2025-03-25,40.5,Warm,407
LEAD_0495,Referral,Central,Healthcare,Enterprise,Priya,18.0,5.0,140,No,Negative,0,0.0,2025-04-29,43.5,Cold,372
LEAD_0496,Email Campaign,Central,Finance,Small,Vikram,4.0,14.0,76,No,No Response,1,44922.05,2025-09-19,29.0,Warm,229
LEAD_0497,LinkedIn,Central,Retail,Medium,Amit,19.0,27.0,94,Yes,Negative,0,0.0,2024-08-07,78.5,Cold,637
LEAD_0498,Email Campaign,West,Finance,Enterprise,Vikram,4.0,0.0,73,No,Negative,1,100451.97,2026-03-04,8.0,Warm,63
LEAD_0499,LinkedIn,North,Education,Small,Amit,4.0,5.0,9,Yes,Positive,0,0.0,2025-11-28,15.5,Hot,159
LEAD_0500,LinkedIn,North,Education,Enterprise,Neha,15.0,16.0,160,No,Positive,0,0.0,2026-01-10,54.0,Cold,116
LEAD_0501,Email Campaign,North,Technology,Medium,Neha,15.0,29.0,21,No,No Response,0,0.0,2025-01-10,73.5,Hot,481
LEAD_0502,Email Campaign,West,Healthcare,Small,Vikram,8.0,16.0,11,Yes,Negative,0,0.0,2025-11-17,40.0,Hot,170
LEAD_0503,Cold Call,Central,Technology,Small,Neha,7.0,17.0,99,Yes,Positive,0,0.0,2025-08-03,39.5,Cold,276
LEAD_0504,Cold Call,Central,Finance,Enterprise,Neha,3.0,24.0,164,No,No Response,0,0.0,2025-11-07,42.0,Cold,180
LEAD_0505,Referral,North,Finance,Medium,Vikram,12.0,16.0,87,Yes,No Response,0,0.0,2026-01-02,48.0,Warm,124
LEAD_0506,Website,East,Education,Large,Rahul,13.0,24.0,163,No,No Response,1,69236.76,2025-09-13,62.0,Cold,235
LEAD_0507,Cold Call,Central,Education,Medium,Sneha,17.0,29.0,66,No,Negative,0,0.0,2026-03-29,77.5,Warm,38
LEAD_0508,Referral,North,Technology,Large,Vikram,0.0,16.0,35,No,Positive,0,0.0,2026-04-20,24.0,Warm,16
LEAD_0509,Cold Call,South,Healthcare,Small,Neha,8.0,29.0,142,Yes,Positive,0,0.0,2025-03-13,59.5,Cold,419
LEAD_0510,Website,South,Finance,Large,Rahul,18.0,7.0,60,No,Negative,0,0.0,2024-09-16,46.5,Warm,597
LEAD_0511,Referral,Central,Finance,Small,Neha,10.0,25.0,124,Yes,Negative,0,0.0,2025-06-28,57.5,Cold,312
LEAD_0512,Email Campaign,North,Education,Large,Amit,18.0,12.0,21,Yes,Negative,1,104991.29,2025-09-08,54.0,Hot,240
LEAD_0513,Referral,West,Technology,Medium,Neha,20.0,27.0,155,Yes,No Response,0,0.0,2024-11-11,80.5,Cold,541
LEAD_0514,Website,Central,Technology,Large,Vikram,18.0,4.0,84,Yes,Positive,1,60460.61,2025-01-18,42.0,Warm,473
LEAD_0515,Referral,West,Education,Small,Priya,13.0,9.0,101,Yes,Positive,0,0.0,2024-05-05,39.5,Cold,731
LEAD_0516,Referral,Central,Technology,Enterprise,Rahul,2.0,12.0,129,No,No Response,0,0.0,2024-08-18,22.0,Cold,626
LEAD_0517,Cold Call,West,Education,Medium,Sneha,12.0,20.0,147,Yes,No Response,0,0.0,2025-02-22,54.0,Cold,438
LEAD_0518,Email Campaign,South,Finance,Small,Rahul,13.0,10.0,176,Yes,Positive,0,0.0,2024-07-26,41.0,Cold,649
LEAD_0519,Website,South,Healthcare,Large,Vikram,20.0,0.0,79,Yes,Negative,1,66413.39,2025-03-14,40.0,Warm,418
LEAD_0520,Referral,Central,Finance,Enterprise,Amit,7.0,6.0,176,No,Positive,0,0.0,2024-10-15,23.0,Cold,568
LEAD_0521,LinkedIn,North,Finance,Medium,Rahul,0.0,10.0,178,Yes,Negative,1,128650.8,2024-08-29,15.0,Cold,615
LEAD_0522,LinkedIn,East,Finance,Medium,Priya,17.0,16.0,67,No,No Response,0,0.0,2026-01-12,58.0,Warm,114
LEAD_0523,LinkedIn,West,Education,Small,Rahul,5.0,1.0,73,Yes,No Response,1,25495.38,2024-07-03,11.5,Warm,672
LEAD_0524,LinkedIn,West,Technology,Small,Sneha,8.0,21.0,169,No,Positive,0,0.0,2025-09-06,47.5,Cold,242
LEAD_0525,Referral,South,Retail,Small,Rahul,15.0,27.0,153,Yes,Positive,0,0.0,2026-04-06,70.5,Cold,30
LEAD_0526,Referral,Central,Technology,Small,Priya,16.0,9.0,86,No,Negative,0,0.0,2024-09-10,45.5,Warm,603
LEAD_0527,Website,East,Healthcare,Medium,Vikram,8.0,25.0,16,No,Negative,1,7663.97,2025-05-18,53.5,Hot,353
LEAD_0528,LinkedIn,Central,Healthcare,Medium,Priya,10.0,28.0,101,Yes,Positive,1,123154.5,2025-06-25,62.0,Cold,315
LEAD_0529,Email Campaign,South,Retail,Medium,Vikram,4.0,13.0,80,No,Negative,1,80504.09,2024-07-10,27.5,Warm,665
LEAD_0530,Cold Call,South,Education,Medium,Priya,9.0,22.0,135,Yes,Negative,0,0.0,2024-06-27,51.0,Cold,678
LEAD_0531,Cold Call,Central,Finance,Large,Amit,17.0,17.0,31,Yes,Negative,1,146487.65,2024-06-19,59.5,Warm,686
LEAD_0532,LinkedIn,East,Retail,Enterprise,Rahul,14.0,23.0,164,No,Positive,1,26100.81,2025-07-01,62.5,Cold,309
LEAD_0533,Cold Call,North,Education,Large,Vikram,18.0,19.0,60,Yes,Positive,1,20481.86,2025-04-09,64.5,Warm,392
LEAD_0534,Referral,South,Education,Enterprise,Neha,20.0,11.0,48,No,Negative,1,57092.89,2026-04-10,56.5,Warm,26
LEAD_0535,Cold Call,South,Finance,Small,Sneha,0.0,29.0,70,No,Positive,0,0.0,2026-04-18,43.5,Warm,18
LEAD_0536,Cold Call,North,Finance,Enterprise,Vikram,15.0,22.0,84,No,Positive,1,148295.3,2025-07-28,63.0,Warm,282
LEAD_0537,LinkedIn,Central,Retail,Large,Sneha,19.0,30.0,147,Yes,No Response,0,0.0,2026-03-12,83.0,Cold,55
LEAD_0538,Referral,North,Finance,Enterprise,Neha,1.0,17.0,100,Yes,Positive,0,0.0,2025-08-12,27.5,Cold,267
LEAD_0539,Referral,East,Healthcare,Enterprise,Priya,13.0,9.0,157,Yes,No Response,0,0.0,2026-03-05,39.5,Cold,62
LEAD_0540,Cold Call,West,Retail,Small,Neha,16.0,3.0,47,Yes,Negative,0,0.0,2025-03-28,36.5,Warm,404
LEAD_0541,Referral,North,Finance,Enterprise,Vikram,6.0,28.0,117,Yes,Negative,0,0.0,2025-02-04,54.0,Cold,456
LEAD_0542,Cold Call,North,Technology,Small,Neha,14.0,20.0,93,Yes,No Response,0,0.0,2024-09-30,58.0,Cold,583
LEAD_0543,Email Campaign,Central,Finance,Enterprise,Vikram,12.0,1.0,44,No,No Response,1,110396.71,2024-12-01,25.5,Warm,521
LEAD_0544,Cold Call,South,Finance,Small,Sneha,9.0,9.0,115,No,No Response,1,130087.51,2025-05-18,31.5,Cold,353
LEAD_0545,Cold Call,South,Technology,Large,Amit,14.0,15.0,128,Yes,No Response,0,0.0,2025-01-13,50.5,Cold,478
LEAD_0546,Email Campaign,West,Retail,Enterprise,Sneha,2.0,19.0,154,Yes,Positive,1,39492.36,2025-02-17,32.5,Cold,443
LEAD_0547,Email Campaign,South,Technology,Medium,Priya,1.0,20.0,90,Yes,Positive,1,45326.38,2025-09-26,32.0,Warm,222
LEAD_0548,Email Campaign,East,Healthcare,Small,Amit,0.0,13.0,46,Yes,No Response,1,101714.5,2026-04-13,19.5,Warm,23
LEAD_0549,Email Campaign,Central,Education,Medium,Sneha,18.0,11.0,10,Yes,Negative,0,0.0,2024-07-25,52.5,Hot,650
LEAD_0550,Referral,North,Retail,Small,Rahul,15.0,4.0,32,No,Negative,0,0.0,2026-02-06,36.0,Warm,89
LEAD_0551,Email Campaign,South,Finance,Small,Amit,18.0,23.0,162,Yes,Negative,0,0.0,2025-03-28,70.5,Cold,404
LEAD_0552,Website,West,Education,Large,Rahul,16.0,18.0,160,No,Positive,1,92692.81,2025-04-27,59.0,Cold,374
LEAD_0553,Referral,Central,Retail,Enterprise,Priya,19.0,7.0,75,Yes,Positive,0,0.0,2024-12-16,48.5,Warm,506
LEAD_0554,Referral,North,Finance,Enterprise,Sneha,1.0,10.0,90,Yes,Positive,0,0.0,2024-05-06,17.0,Warm,730
LEAD_0555,Website,East,Technology,Large,Rahul,16.0,17.0,83,Yes,Positive,0,0.0,2024-10-17,57.5,Warm,566
LEAD_0556,Email Campaign,Central,Technology,Medium,Priya,10.0,26.0,87,No,Negative,1,54497.43,2025-07-30,59.0,Warm,280
LEAD_0557,Referral,South,Retail,Large,Sneha,13.0,29.0,15,No,No Response,1,98619.57,2024-09-04,69.5,Hot,609
LEAD_0558,Email Campaign,North,Finance,Large,Rahul,2.0,4.0,72,Yes,Negative,1,50747.91,2025-08-23,10.0,Warm,256
LEAD_0559,Cold Call,Central,Education,Enterprise,Priya,19.0,0.0,79,No,No Response,1,95844.07,2026-04-05,38.0,Warm,31
LEAD_0560,Referral,North,Retail,Medium,Rahul,14.0,26.0,78,Yes,No Response,0,0.0,2024-11-26,67.0,Warm,526
LEAD_0561,LinkedIn,East,Technology,Medium,Amit,14.0,16.0,7,No,No Response,0,0.0,2025-11-12,52.0,Hot,175
LEAD_0562,Website,West,Education,Large,Rahul,4.0,24.0,26,Yes,Positive,0,0.0,2024-09-22,44.0,Hot,591
LEAD_0563,Email Campaign,North,Technology,Large,Amit,19.0,27.0,23,No,Negative,1,71608.42,2024-08-14,78.5,Hot,630
LEAD_0564,Website,North,Education,Large,Neha,6.0,10.0,52,Yes,Negative,1,19949.91,2025-10-27,27.0,Warm,191
LEAD_0565,Website,West,Technology,Large,Priya,5.0,8.0,30,Yes,No Response,0,0.0,2026-03-23,22.0,Hot,44
LEAD_0566,LinkedIn,South,Education,Large,Vikram,10.0,8.0,37,No,No Response,0,0.0,2026-02-28,32.0,Warm,67
LEAD_0567,LinkedIn,East,Education,Large,Vikram,14.0,1.0,34,Yes,Negative,0,0.0,2026-04-27,29.5,Warm,9
LEAD_0568,Referral,North,Technology,Enterprise,Sneha,5.0,22.0,153,No,No Response,1,12316.12,2024-06-07,43.0,Cold,698
LEAD_0569,Website,South,Education,Small,Sneha,18.0,4.0,24,No,Positive,0,0.0,2025-07-30,42.0,Hot,280
LEAD_0570,Referral,West,Finance,Medium,Priya,19.0,8.0,94,No,Positive,0,0.0,2024-08-13,50.0,Cold,631
LEAD_0571,Website,West,Retail,Small,Amit,15.0,3.0,90,No,Negative,1,101451.19,2025-01-10,34.5,Warm,481
LEAD_0572,Website,Central,Education,Medium,Vikram,3.0,12.0,28,No,No Response,1,45927.32,2024-08-28,24.0,Hot,616
LEAD_0573,Website,Central,Retail,Enterprise,Vikram,13.0,7.0,159,Yes,No Response,0,0.0,2025-09-11,36.5,Cold,237
LEAD_0574,Referral,West,Technology,Large,Priya,18.0,13.0,112,No,No Response,0,0.0,2025-04-04,55.5,Cold,397
LEAD_0575,LinkedIn,Central,Retail,Small,Vikram,19.0,14.0,84,Yes,Negative,1,30097.39,2025-08-24,59.0,Warm,255
LEAD_0576,Referral,North,Education,Small,Neha,19.0,24.0,98,No,Negative,0,0.0,2025-08-17,74.0,Cold,262
LEAD_0577,LinkedIn,North,Finance,Medium,Vikram,20.0,25.0,1,Yes,No Response,0,0.0,2025-03-03,77.5,Hot,429
LEAD_0578,Email Campaign,East,Retail,Enterprise,Priya,6.0,21.0,82,No,No Response,0,0.0,2024-12-08,43.5,Warm,514
LEAD_0579,Referral,East,Technology,Small,Vikram,16.0,12.0,33,No,Positive,1,103536.04,2024-08-24,50.0,Warm,620
LEAD_0580,Email Campaign,North,Technology,Large,Amit,9.0,27.0,8,Yes,Negative,0,0.0,2025-04-05,58.5,Hot,396
LEAD_0581,Website,West,Retail,Enterprise,Sneha,17.0,6.0,170,Yes,Negative,1,62168.91,2024-07-30,43.0,Cold,645
LEAD_0582,Email Campaign,West,Healthcare,Enterprise,Priya,9.0,0.0,172,Yes,Positive,0,0.0,2024-10-23,18.0,Cold,560
LEAD_0583,LinkedIn,South,Retail,Enterprise,Priya,2.0,4.0,165,No,Negative,0,0.0,2025-04-10,10.0,Cold,391
LEAD_0584,Referral,Central,Finance,Enterprise,Vikram,0.0,17.0,116,No,Negative,1,105831.63,2025-12-24,25.5,Cold,133
LEAD_0585,Referral,Central,Technology,Enterprise,Neha,7.0,22.0,129,No,Negative,0,0.0,2025-04-13,47.0,Cold,388
LEAD_0586,LinkedIn,North,Education,Enterprise,Neha,11.0,3.0,149,No,No Response,1,88571.09,2026-04-25,26.5,Cold,11
LEAD_0587,Email Campaign,East,Retail,Small,Vikram,19.0,2.0,63,No,No Response,0,0.0,2026-03-29,41.0,Warm,38
LEAD_0588,LinkedIn,Central,Education,Large,Vikram,1.0,28.0,88,Yes,Negative,1,144259.6,2025-08-13,44.0,Warm,266
LEAD_0589,Referral,Central,Healthcare,Enterprise,Rahul,9.0,9.0,43,Yes,No Response,0,0.0,2025-01-03,31.5,Warm,488
LEAD_0590,Email Campaign,East,Technology,Enterprise,Vikram,5.0,18.0,14,No,No Response,1,113666.67,2025-12-29,37.0,Hot,128
LEAD_0591,Website,West,Technology,Medium,Vikram,2.0,27.0,72,No,Positive,0,0.0,2025-09-11,44.5,Warm,237
LEAD_0592,Website,East,Technology,Small,Vikram,5.0,29.0,152,Yes,No Response,0,0.0,2026-03-11,53.5,Cold,56
LEAD_0593,Cold Call,East,Finance,Enterprise,Priya,16.0,27.0,9,No,Positive,0,0.0,2024-05-28,72.5,Hot,708
LEAD_0594,Cold Call,West,Retail,Enterprise,Priya,14.0,23.0,164,Yes,Positive,1,91353.89,2025-02-11,62.5,Cold,449
LEAD_0595,Website,North,Healthcare,Small,Amit,5.0,14.0,103,No,Negative,0,0.0,2024-11-21,31.0,Cold,531
LEAD_0596,Email Campaign,South,Retail,Enterprise,Sneha,8.0,4.0,136,No,Positive,0,0.0,2024-06-20,22.0,Cold,685
LEAD_0597,Referral,West,Healthcare,Small,Amit,17.0,20.0,91,No,No Response,0,0.0,2025-06-26,64.0,Cold,314
LEAD_0598,Website,East,Healthcare,Small,Rahul,20.0,18.0,101,No,No Response,1,129461.57,2024-05-28,67.0,Cold,708
LEAD_0599,Email Campaign,South,Education,Large,Neha,5.0,10.0,141,Yes,No Response,1,111475.45,2024-05-23,25.0,Cold,713
LEAD_0600,LinkedIn,North,Retail,Small,Vikram,3.0,21.0,115,No,Positive,0,0.0,2025-12-25,37.5,Cold,132
LEAD_0601,LinkedIn,North,Education,Small,Amit,19.0,21.0,56,Yes,No Response,1,41524.94,2025-06-04,69.5,Warm,336
LEAD_0602,Email Campaign,South,Retail,Medium,Amit,5.0,8.0,76,No,No Response,1,17526.02,2024-11-27,22.0,Warm,525
LEAD_0603,Website,West,Healthcare,Large,Priya,2.0,8.0,16,No,Negative,1,97623.17,2026-04-05,16.0,Hot,31
